assists,games,goals,id,key_passes,npg,npxG,player_name,position,red_cards,shots,team_title,time,xA,xG,xGBuildup,xGChain,yellow_cards
0,12,0,637,0,0,0,Hugo Lloris,GK,0,0,Tottenham,998,0,0,0.38182638213038445,0.38182638213038445,0
0,17,0,641,12,0,0.08819849416613579,Danny Rose,D M S,0,2,"Newcastle United,Tottenham",1246,0.6995487026870251,0.08819849416613579,2.0491158766672015,2.3581135254353285,6
2,14,0,643,6,0,0.8459794521331787,Eric Dier,D M S,0,4,Tottenham,889,0.22150183282792568,0.8459794521331787,3.790547624230385,4.688658221624792,4
0,9,0,660,5,0,0.08826831541955471,Ben Davies,D M S,0,2,Tottenham,630,0.6828606948256493,0.08826831541955471,2.0549169220030308,2.4318832494318485,2
0,6,0,667,0,0,0,Carlos Sánchez,M S,0,0,West Ham,107,0,0,0.25287406146526337,0.25287406146526337,0
1,12,0,697,10,0,0.2343028075993061,Nemanja Matic,M S,0,7,Manchester United,963,0.562005065381527,0.2343028075993061,2.966025475412607,3.6791926939040422,1
1,20,0,699,3,0,1.270646968856454,Gary Cahill,D,0,15,Crystal Palace,1800,0.4316556118428707,1.270646968856454,1.447001339867711,1.4878599364310503,1
0,16,0,706,0,0,0,Lukasz Fabianski,GK,0,0,West Ham,1307,0,0,0.9558897837996483,0.9558897837996483,1
0,10,0,710,1,0,0.12685371190309525,Neil Taylor,D M S,0,3,Aston Villa,789,0.0630219355225563,0.12685371190309525,2.139578143134713,2.3294537607580423,2
0,27,0,712,12,0,1.345175726339221,Jack Cork,M,0,18,Burnley,2376,1.1728481724858284,1.345175726339221,4.579068588092923,6.0578922517597675,1
0,3,0,723,2,0,0,Ki Sung-yueng,M S,0,0,Newcastle United,137,0.05511658266186714,0,0,0.04251881316304207,0
0,29,0,741,0,0,0,Jordan Pickford,GK,0,0,Everton,2610,0,0,2.59382152184844,2.59382152184844,1
1,12,0,743,3,0,2.5250470340251923,Dwight Gayle,F S,0,11,Newcastle United,369,0.1279308656230569,2.5250470340251923,1.002284660935402,3.146687015891075,1
0,29,0,745,1,0,0,Kasper Schmeichel,GK,0,0,Leicester,2610,0.18576166033744812,0,2.445999225601554,2.631760885939002,2
0,8,0,748,0,0,0.502011775970459,Wes Morgan,D S,0,2,Leicester,148,0,0.502011775970459,0.19909819960594177,0.6522285491228104,0
0,8,0,749,2,0,0.1832248093560338,Christian Fuchs,D S,0,5,Leicester,631,0.10093383491039276,0.1832248093560338,3.129819765686989,3.2066820710897446,0
0,5,0,752,1,0,0.09826851636171341,Daniel Drinkwater,M,0,2,"Aston Villa,Burnley",331,0.040286142379045486,0.09826851636171341,0.7377892173826694,0.8360577337443829,1
3,14,0,753,12,0,0.31919837184250355,Marc Albrighton,M S,0,7,Leicester,458,1.9337689094245434,0.31919837184250355,1.1343597620725632,2.801973382011056,1
1,8,0,764,6,0,0.33076496608555317,Daryl Janmaat,D M S,0,4,Watford,611,0.39833011105656624,0.33076496608555317,1.2739350404590368,1.803520591929555,1
0,11,0,787,2,0,0.02391529269516468,Ryan Bennett,D S,0,1,Wolverhampton Wanderers,606,0.09054247103631496,0.02391529269516468,0.706342039629817,0.7968845274299383,2
0,29,0,803,1,0,0.3458039164543152,Ben Foster,GK,0,1,Watford,2610,0.03670657053589821,0.3458039164543152,1.5008244765922427,1.5375310508534312,1
0,20,0,804,2,0,0.7912641437724233,Craig Dawson,D S,0,9,Watford,1546,0.09217971563339233,0.7912641437724233,2.717126508243382,2.7298131631687284,4
1,18,0,825,8,0,0.6926137795671821,Adam Smith,D M,0,4,Bournemouth,1574,0.9286422245204449,0.6926137795671821,4.451143950223923,5.202723864465952,6
0,2,0,836,0,0,0,Victor Wanyama,S,0,0,Tottenham,21,0,0,0.12857069075107574,0.12857069075107574,1
0,22,0,842,11,0,0.12581687234342098,Oriol Romeu,M S,0,4,Southampton,1301,0.6143856719136238,0.12581687234342098,1.7268486768007278,2.3245697282254696,3
0,8,0,845,1,0,0.9399021724238992,Maya Yoshida,D S,0,5,Southampton,555,0.07044664770364761,0.9399021724238992,0.58598592877388,0.665345230139792,1
1,16,0,847,11,0,0.6407390544191003,Cédric Soares,D M,0,9,Southampton,1314,0.7894036695361137,0.6407390544191003,1.9618913903832436,3.0084388107061386,1
0,16,0,853,4,0,0.024163909256458282,Paul Dummett,D M S,0,2,Newcastle United,1229,0.1980863632634282,0.024163909256458282,1.5707177920266986,1.6953273145481944,2
1,14,0,857,5,0,0.24263568129390478,Phil Bardsley,D,0,8,Burnley,1260,1.0159531254321337,0.24263568129390478,0.9502362180501223,2.077898008748889,4
0,16,0,876,7,0,0.04571057204157114,Fabian Delph,M S,1,3,Everton,1194,0.47891767509281635,0.04571057204157114,4.884202837944031,5.085359990596771,3
0,4,0,885,2,0,0.023991357535123825,Kyle Walker-Peters,D,0,1,"Southampton,Tottenham",323,0.0696899201720953,0.023991357535123825,0.5641153492033482,0.5814546383917332,0
3,15,0,887,10,0,0.17830897588282824,Erik Pieters,D S,0,7,Burnley,1241,1.5232813628390431,0.17830897588282824,1.1231451900675893,2.74683906044811,1
0,17,0,902,6,0,2.192290600389242,Sam Byram,D S,0,15,Norwich,1292,0.36209325678646564,2.192290600389242,1.7859528213739395,2.703712671995163,4
0,9,0,908,1,0,0.14954005926847458,Muhamed Besic,M S,0,4,Sheffield United,236,0.0868392065167427,0.14954005926847458,0.9843139946460724,1.204655960202217,2
0,3,0,914,5,0,0.02457793615758419,Nabil Bentaleb,M,0,1,Newcastle United,270,0.11347426846623421,0.02457793615758419,0.5301855802536011,0.6481283139437437,2
0,3,0,925,0,0,0,Patrick Roberts,S,0,0,Norwich,19,0,0,0,0,0
0,5,0,934,0,0,0,Axel Tuanzebe,D S,0,0,Manchester United,186,0,0,0.17384924739599228,0.17384924739599228,0
0,22,0,935,1,0,0.9809209816157818,Kurt Zouma,D S,0,12,Chelsea,1800,0.12191382795572281,0.9809209816157818,6.191222307272255,6.200606484897435,5
0,2,0,951,0,0,0.11484574526548386,Phil Jones,D,0,2,Manchester United,137,0,0.11484574526548386,0.35416632518172264,0.35416632518172264,0
0,23,0,971,12,0,0.30421493016183376,Harry Winks,M S,0,10,Tottenham,1605,0.7413876578211784,0.30421493016183376,5.75761785171926,6.533376796171069,8
0,18,0,973,1,0,0,Paulo Gazzaniga,GK S,0,0,Tottenham,1612,0.4000612497329712,0,1.8995517455041409,2.299613006412983,1
0,27,0,982,0,0,0,Tim Krul,GK,0,0,Norwich,2430,0,0,3.0481841545552015,3.0481841545552015,4
3,22,0,985,3,0,1.3481595302000642,Mason Holgate,D M S,0,11,Everton,1727,1.1020034849643707,1.3481595302000642,5.44486590847373,6.096916852518916,4
0,19,0,987,4,0,0.018379155546426773,Joseph Gomez,D S,0,1,Liverpool,1269,0.12165207043290138,0.018379155546426773,4.51459364593029,4.64636748470366,3
0,18,0,1006,14,0,0.3921065768226981,Luke Shaw,D S,0,9,Manchester United,1231,0.7183466060087085,0.3921065768226981,2.913473464548588,3.419960773549974,5
0,6,0,1036,0,0,0,Jack Wilshere,M S,0,0,West Ham,168,0,0,0,0,0
0,6,0,1040,9,0,0.20923293381929398,Angelino,D S,0,5,Manchester City,417,1.9232049360871315,0.20923293381929398,2.369252860546112,2.7633532881736755,1
0,8,0,1053,3,0,0.7296050153672695,Keinan Davis,S,0,7,Aston Villa,116,0.09530332777649164,0.7296050153672695,0.42048298195004463,1.1553715309128165,0
0,9,0,1217,7,0,0.21781209856271744,Moritz Leitner,M S,0,8,Norwich,689,0.3639685455709696,0.21781209856271744,3.8308897875249386,4.275749620050192,1
0,14,0,1245,19,0,1.099134435877204,Emerson,D M S,0,13,Chelsea,1018,1.687928706407547,1.099134435877204,5.515447676181793,6.990983001887798,3
1,20,0,1257,1,0,0,Alisson,GK,1,0,Liverpool,1735,0.2629152238368988,0,4.527038557454944,4.789953766390681,0
0,6,0,1374,1,0,0,José Reina,GK,0,0,Aston Villa,540,0.0390281155705452,0,0.8872305154800415,0.8872305154800415,1
0,11,0,1545,0,0,0.3382335752248764,Emil Krafth,D M S,0,3,Newcastle United,570,0,0.3382335752248764,0.16871946305036545,0.5069530382752419,0
0,20,0,1651,0,0,0,Tom Heaton,GK,0,0,Aston Villa,1797,0,0,2.095072572119534,2.095072572119534,0
1,15,0,1652,11,0,0.014243402518332005,Matthew Lowton,D,0,1,Burnley,1350,1.274649852886796,0.014243402518332005,2.13314413651824,3.158141002058983,2
1,29,0,1654,8,0,1.2918190220370889,Ben Mee,D,0,16,Burnley,2610,1.5255883913487196,1.2918190220370889,1.4900637082755566,1.6264511719346046,7
1,15,0,1677,6,0,0.4125791545957327,Nathaniel Chalobah,M S,0,8,Watford,783,0.8584546074271202,0.4125791545957327,1.2986333016306162,1.9849370270967484,1
1,24,0,1679,12,0,2.6879007257521152,Dominic Solanke,F M S,0,22,Bournemouth,1153,0.9832518929615617,2.6879007257521152,2.3272410184144974,5.297170277684927,1
1,12,0,1685,15,0,0.18304451927542686,Ahmed Elmohamady,D M S,0,4,Aston Villa,753,1.412253227084875,0.18304451927542686,2.1136046648025513,2.3512656781822443,0
1,8,0,1699,1,0,0.4461904875934124,Shkodran Mustafi,D S,0,7,Arsenal,620,0.5327300429344177,0.4461904875934124,2.6164922267198563,3.149222269654274,0
0,2,0,1701,0,0,0,Borja Bastón,S,0,0,Aston Villa,9,0,0,0,0,0
1,13,0,1719,3,0,0.03594760596752167,Javier Manquillo,D M S,0,1,Newcastle United,961,0.15577168576419353,0.03594760596752167,1.4179857363924384,1.5306172035634518,4
0,5,0,1724,1,0,0.09479810297489166,Isaac Success,S,0,1,Watford,54,0.05467768758535385,0.09479810297489166,0.04497389867901802,0.19444969296455383,1
1,19,0,1725,2,0,0.653550093062222,Christian Kabasele,D S,2,6,Watford,1584,0.09960129298269749,0.653550093062222,1.4361455254256725,1.4614788629114628,1
0,1,0,1729,0,0,0.056358423084020615,Georges-Kévin Nkoudou,S,0,1,Tottenham,1,0,0.056358423084020615,0,0.056358423084020615,0
0,4,0,1731,0,0,0,Claudio Bravo,GK S,0,0,Manchester City,347,0,0,0.7041245028376579,0.7041245028376579,0
2,19,0,1734,14,0,1.0145511412993073,Sofiane Boufal,M S,0,18,Southampton,745,2.622472871094942,1.0145511412993073,3.549865827895701,6.074501984752715,2
0,2,0,1739,0,0,0,Eric Bailly,D S,0,0,Manchester United,100,0,0,0,0,0
2,7,0,1740,16,0,1.1396382544189692,Paul Pogba,M S,0,14,Manchester United,517,1.4006537571549416,1.900807112455368,2.7054298147559166,3.78903865814209,0
0,1,0,1747,0,0,0,Kevin Long,S,0,0,Burnley,1,0,0,0,0,0
0,2,0,1749,0,0,0,Rob Holding,D S,0,0,Arsenal,84,0,0,0,0,0
2,14,0,1750,9,0,0.40764421597123146,Ainsley Maitland-Niles,D,1,3,Arsenal,1210,1.4514118060469627,0.40764421597123146,3.018329767510295,4.574793115258217,3
1,15,0,1760,7,0,0.0992211252450943,Arthur Masuaku,D M S,1,5,West Ham,908,1.252851463854313,0.0992211252450943,2.874283676967025,3.0706395525485277,3
0,5,0,1785,2,0,0.013872342184185982,Nampalys Mendy,M S,0,1,Leicester,203,0.07407385855913162,0.013872342184185982,1.7073721252381802,1.7953182980418205,0
0,20,0,1789,7,0,0.15172800328582525,Lewis Cook,M S,0,6,Bournemouth,999,0.3986775130033493,0.15172800328582525,2.608585949987173,2.925212165340781,3
5,26,0,1823,58,0,0.8549896264448762,Lucas Digne,D M,0,22,Everton,2250,5.447963795624673,0.8549896264448762,4.442246679216623,6.728466561064124,2
0,1,0,1883,0,0,0.02669377438724041,Ravel Morrison,S,0,1,Sheffield United,11,0,0.02669377438724041,0,0,0
1,23,0,1950,21,0,1.434309933334589,Martín Montoya,D M S,0,8,Brighton,1728,1.942305794917047,1.434309933334589,4.128624428063631,6.821554195135832,5
1,8,0,2132,4,0,0.14939767308533192,Jota,F M S,0,4,Aston Villa,314,0.5682314299046993,0.14939767308533192,0.8490683436393738,1.5065118111670017,0
0,27,0,2190,0,0,0,Vicente Guaita,GK,0,0,Crystal Palace,2430,0,0,1.855646239593625,1.855646239593625,1
7,28,0,2203,73,0,1.915468867868185,Emiliano Buendía,M S,0,32,Norwich,2012,6.640271199867129,1.915468867868185,6.633761897683144,11.369709491729736,4
3,18,0,2344,13,0,0.24635672383010387,Christian Atsu,M S,0,5,Newcastle United,729,0.7123019937425852,0.24635672383010387,0.7073047198355198,1.5334891080856323,2
0,11,0,2379,10,0,0.23257391341030598,João Cancelo,D M S,0,8,Manchester City,776,1.705111626535654,0.23257391341030598,7.040804322808981,8.401161912828684,2
0,11,0,2383,6,0,0.1575152426958084,André Gomes,M S,0,3,Everton,786,0.3579856604337692,0.1575152426958084,2.239391475915909,2.7548923641443253,5
0,29,0,2385,0,0,0,Mat Ryan,GK,0,0,Brighton,2610,0,0,4.170285984873772,4.170285984873772,0
0,1,0,2390,0,0,0,Víctor Camarasa,S,0,0,Crystal Palace,3,0,0,0.06537716835737228,0.06537716835737228,0
2,14,0,2446,15,0,0.372156485915184,Dani Ceballos,M S,0,10,Arsenal,919,0.7302022995427251,0.372156485915184,5.690178543329239,6.364210296422243,0
0,7,0,2498,2,0,0.08190283179283142,Aymeric Laporte,D,0,1,Manchester City,511,0.1450343132019043,0.08190283179283142,3.9174001552164555,3.986593399196863,1
0,3,0,2509,0,0,0,Dimitri Foulquier,M S,0,0,Watford,52,0,0,0,0,0
0,8,0,2673,2,0,0.1833493560552597,Albian Ajeti,S,0,2,West Ham,112,0.03874383121728897,0.1833493560552597,0.032236430794000626,0.254329614341259,0
0,12,0,2958,14,0,0.3930037971585989,Oleksandr Zinchenko,D M S,1,12,Manchester City,907,0.7411183137446642,0.3930037971585989,6.393719960004091,6.875725736841559,0
2,23,0,3253,12,0,0.3493256364017725,Frederic Guilbert,D M S,0,7,Aston Villa,1900,1.3005873747169971,0.3493256364017725,3.671437978744507,4.261569757014513,6
4,21,0,3357,18,0,0.2517582504078746,Djibril Sidibe,D M S,0,10,Everton,1640,2.444175783544779,0.2517582504078746,4.769232867285609,7.39055341668427,3
0,11,0,3358,1,0,0.5927500072866678,Ibrahim Amadou,D M S,0,6,Norwich,757,0.050286222249269485,0.5927500072866678,1.150982290506363,1.2464548200368881,1
3,14,0,3389,17,0,0.19439964927732944,Benjamin Mendy,D M S,0,6,Manchester City,1122,1.3840810880064964,0.19439964927732944,8.038101810961962,8.790095638483763,2
0,7,0,3873,0,0,0.23428038135170937,Ezequiel Schelotto,D M S,0,3,Brighton,286,0,0.23428038135170937,0.24451465532183647,0.47879503294825554,1
0,1,0,4441,0,0,0,Matthew James,S,0,0,Leicester,3,0,0,0,0,0
0,1,0,4475,0,0,0,Jed Steer,GK,0,0,Aston Villa,7,0,0,0,0,0
0,2,0,4764,0,0,0,Jean-Philippe Gbamin,M S,0,0,Everton,135,0,0,0,0,0
0,19,0,5043,12,0,0.1127007007598877,Kiko Femenía,D M S,0,4,Watford,1527,0.8578599821776152,0.1127007007598877,2.1181607926264405,2.6153264362365007,5
0,25,0,5061,0,0,0,Kepa,GK,0,0,Chelsea,2250,0,0,3.296893537044525,3.296893537044525,0
2,21,0,5065,22,0,0.2926010247319937,Diego Rico,D M,0,9,Bournemouth,1806,2.0597054744139314,0.2926010247319937,2.965736022219062,3.6362384781241417,6
0,8,0,5087,0,0,0,Roberto Jiménez,GK S,0,0,West Ham,687,0,0,0.12290309742093086,0.12290309742093086,0
0,2,0,5234,0,0,0,Jesús Vallejo,D S,0,0,Wolverhampton Wanderers,163,0,0,0.05839471146464348,0.05839471146464348,1
0,7,0,5240,15,0,0.4282354563474655,Ondrej Duda,M,0,8,Norwich,587,1.5185623243451118,0.4282354563474655,0.8657103832811117,1.716465350240469,0
0,10,0,5245,3,0,0.42335571348667145,Bernardo,D M S,0,6,Brighton,552,0.9040090143680573,0.42335571348667145,1.1909670010209084,1.9098394326865673,1
1,6,0,5261,1,0,0.07807090878486633,Kevin Danso,D S,1,1,Southampton,272,0.07897821068763733,0.07807090878486633,0.4979414828121662,0.4979414828121662,0
0,10,0,5544,0,0,0,Angus Gunn,GK,0,0,Southampton,900,0,0,0.4860546290874481,0.4860546290874481,0
0,29,0,5552,3,0,0,Nick Pope,GK,0,0,Burnley,2610,0.19970626384019852,0,1.821356882341206,1.982989446260035,0
2,29,0,5553,13,0,0.5914169047027826,Declan Rice,M,0,18,West Ham,2610,0.9562897132709622,0.5914169047027826,5.998941509984434,6.806830981746316,5
0,2,0,5567,0,0,0.009777018800377846,Nathan Holland,S,0,1,West Ham,24,0,0.009777018800377846,0,0.009777018800377846,0
0,4,0,5573,0,0,0.02132098376750946,Domingos Quina,S,0,1,Watford,9,0,0.02132098376750946,0,0.02132098376750946,0
2,26,0,5584,20,0,0.47420152463018894,Aaron Wan-Bissaka,D M,0,5,Manchester United,2332,2.881606226786971,0.47420152463018894,7.174012627452612,9.172706749290228,5
0,2,0,5598,2,0,0,Angel Gomes,S,0,0,Manchester United,17,0.22920328378677368,0,0.16221578419208527,0.252397283911705,0
0,1,0,5602,0,0,0,Sam Surridge,S,0,0,Bournemouth,12,0,0,0,0,0
1,28,0,5603,1,0,0,Aaron Ramsdale,GK,0,0,Bournemouth,2520,0.49542611837387085,0,1.4772022292017937,1.9726283550262451,0
0,13,0,5609,2,0,0.27006072644144297,Yves Bissouma,M S,0,12,Brighton,666,0.05185171961784363,0.27006072644144297,1.917261477559805,2.2069365233182907,2
0,19,0,5681,17,0,1.0460334084928036,Giovani Lo Celso,M S,0,12,Tottenham,849,1.0048599429428577,1.0460334084928036,3.8949422482401133,5.1239880714565516,5
1,22,0,5759,12,0,0.5298995524644852,Matteo Guendouzi,M S,0,11,Arsenal,1584,1.0633032843470573,0.5298995524644852,4.94769874215126,6.266823172569275,6
0,10,0,6027,2,0,0.04698867071419954,Jairo Riedewald,D S,0,3,Crystal Palace,608,0.21089744567871094,0.04698867071419954,1.0954282488673925,1.2274538706988096,0
0,17,0,6044,10,0,0.014006257057189941,Charlie Taylor,D S,0,1,Burnley,1369,0.682673467323184,0.014006257057189941,3.057186011224985,3.125488866120577,3
1,13,0,6049,11,0,1.466960359364748,Solly March,F M S,0,20,Brighton,882,1.0245816819369793,1.466960359364748,2.132962863892317,4.223387025296688,2
1,24,0,6051,14,0,0.3621638147160411,Dale Stephens,M S,0,15,Brighton,1949,0.8232337906956673,0.3621638147160411,5.709905561059713,6.240335922688246,6
0,25,0,6054,0,0,0,Ederson,GK,1,0,Manchester City,2171,0,0,5.538442324846983,5.538442324846983,3
1,14,0,6055,10,0,0.4631951544433832,Phil Foden,F M S,0,10,Manchester City,348,0.6237986292690039,0.4631951544433832,1.7123779579997063,2.303824547678232,0
0,4,0,6105,2,0,0,Gaëtan Bong,S,0,0,Brighton,53,0.11898884922266006,0,0.03766385931521654,0.15665270946919918,0
0,22,0,6249,1,0,0.6453919894993305,Davinson Sánchez,D S,0,5,Tottenham,1892,0.03628891706466675,0.6453919894993305,5.553843820467591,5.590132737532258,5
0,4,0,6306,1,0,0,Juan Foyth,D S,0,0,Tottenham,67,0.02350112982094288,0,0.0990934669971466,0.0990934669971466,1
0,4,0,6352,3,0,0,Valentino Lazaro,D S,1,0,Newcastle United,214,0.06416375935077667,0,0.42611408699303865,0.42611408699303865,0
0,4,0,6410,1,0,0.011818751692771912,Jack Simpson,D S,0,1,Bournemouth,237,0.034685321152210236,0.011818751692771912,0,0.04650407284498215,0
0,11,0,6492,5,0,0.7502315193414688,Reiss Nelson,M S,0,9,Arsenal,463,0.17498249094933271,0.7502315193414688,0.5980949755758047,1.3635870888829231,1
0,29,0,6532,0,0,0,Martin Dubravka,GK,0,0,Newcastle United,2610,0,0,1.5905055301263928,1.5905055301263928,0
0,2,0,6542,0,0,0.3997017852962017,Jürgen Locadia,F S,0,2,Brighton,84,0,0.3997017852962017,0.043615104630589485,0.10170037858188152,0
0,19,0,6630,10,0,0.7993335612118244,Joe Willock,M S,0,9,Arsenal,564,0.4886779207736254,0.7993335612118244,2.8393414430320263,3.7508979588747025,1
0,2,0,6665,0,0,0.07962951809167862,Curtis Jones,S,0,1,Liverpool,14,0,0.07962951809167862,0.1933336704969406,0.27296319603919983,0
0,25,0,6817,34,0,1.349135215394199,Fred,M S,0,37,Manchester United,2023,2.2892469316720963,1.349135215394199,8.014020137488842,10.128303293138742,7
0,6,0,6837,2,0,0.09263186901807785,Ryan Sessegnon,D M S,0,1,Tottenham,341,0.04794934019446373,0.09263186901807785,0.40152259171009064,0.5256650149822235,0
0,29,0,6849,0,0,0,Rui Patrício,GK,0,0,Wolverhampton Wanderers,2610,0,0,2.093956623226404,2.093956623226404,0
1,13,0,6850,5,0,0.014363898895680904,Willy Boly,D,1,1,Wolverhampton Wanderers,1170,0.9117432646453381,0.014363898895680904,2.2480956111103296,3.101253455504775,1
0,29,0,6851,5,0,0,Conor Coady,D,0,0,Wolverhampton Wanderers,2610,0.5321237146854401,0,7.418455580249429,7.864275278523564,3
0,13,0,6856,4,0,0.2878529354929924,Rúben Vinagre,M S,0,5,Wolverhampton Wanderers,511,0.6194777600467205,0.2878529354929924,1.9016025941818953,2.376336930319667,1
